CO_CURSO;SIGLA_IES;CO_IES;CO_GRUPO;NOME_CURSO;CO_MUNIC_CURSO;NOME_MUNIC_CURSO;CO_UF_CURSO
1101464;DOCTUM;2220;5710;Engenharia Civil;3136702;JUIZ DE FORA;31
1101668;UNINASSAU FORTALEZA;14321;23;Enfermagem;2304400;FORTALEZA;23
1101742;UFCG;2564;12;Medicina;2503704;CAJAZEIRAS;25
1101776;UNIRIO;693;6208;Engenharia de Produção;3304557;RIO DE JANEIRO;33
1101780;FATENE;4367;5;Medicina Veterinária;2303709;CAUCAIA;23
1101834;CEUUN;1657;5710;Engenharia Civil;4108403;FRANCISCO BELTRAO;41
1101876;;14429;6208;Engenharia de Produção;2704302;MACEIO;27
1101877;;14429;5710;Engenharia Civil;2704302;MACEIO;27
1101878;;14429;5902;Engenharia Mecânica;2704302;MACEIO;27
1102046;IFTM;3165;51;Zootecnia;3170107;UBERABA;31
1102068;IFTM;3165;17;Agronomia;3170107;UBERABA;31
1102178;UFPEL;634;6208;Engenharia de Produção;4314407;PELOTAS;43
1102244;FACAM-MA;2189;6410;Tecnologia em Segurança no Trabalho;2111300;SAO LUIS;21
1102323;UNIVÉRTIX;4846;5710;Engenharia Civil;3140902;MATIPO;31
1102359;FAACZ;798;5710;Engenharia Civil;3200607;ARACRUZ;32
1102360;UNIVALE;513;12;Medicina;3127701;GOVERNADOR VALADARES;31
1102403;UTFPR;588;5710;Engenharia Civil;4118501;PATO BRANCO;41
1102417;UTFPR;588;6208;Engenharia de Produção;4115804;MEDIANEIRA;41
1102447;FIEL;1444;21;Arquitetura e Urbanismo;3526902;LIMEIRA;35
1102469;UFABC;4925;6307;Engenharia Ambiental;3547809;SANTO ANDRE;35
1102483;UTFPR;588;6307;Engenharia Ambiental;4113700;LONDRINA;41
1102496;IF SUL DE MINAS;4358;17;Agronomia;3139003;MACHADO;31
1102522;UNIFEI;598;5814;Engenharia de Controle e Automação;3131703;ITABIRA;31
1102530;UFABC;4925;6208;Engenharia de Produção;1100049;CACOAL;35
1102531;UTFPR;588;5902;Engenharia Mecânica;4118501;PATO BRANCO;41
1102542;FAEX;2270;6208;Engenharia de Produção;3125101;EXTREMA;31
1102579;UFABC;4925;5814;Engenharia de Controle e Automação;3547809;SANTO ANDRE;35
1102589;UNIFEI;598;5902;Engenharia Mecânica;3131703;ITABIRA;31
1102590;UNIFEI;598;6208;Engenharia de Produção;3131703;ITABIRA;31
1102592;UNIFEI;598;6307;Engenharia Ambiental;3131703;ITABIRA;31
1102648;IFNMG;3188;5;Medicina Veterinária;3157005;SALINAS;31
1102649;IFNMG;3188;6405;Engenharia Florestal;3157005;SALINAS;31
1102660;UTFPR;588;5814;Engenharia de Controle e Automação;4106902;CURITIBA;41
1102671;UFRRJ;574;19;Farmácia;3305554;SEROPEDICA;33
1102684;FDV;1721;6307;Engenharia Ambiental;3171303;VICOSA;31
1102702;UTFPR;588;6008;Engenharia Química;4119905;PONTA GROSSA;41
1102703;UTFPR;588;5902;Engenharia Mecânica;4119905;PONTA GROSSA;41
1102764;UTFPR;588;6411;Engenharia de Computação I;4106407;CORNELIO PROCOPIO;41
1102792;IF Catarinense;5036;5;Medicina Veterinária;4204301;CONCORDIA;42
1102903;UTFPR;588;6002;Engenharia de Alimentos;4115804;MEDIANEIRA;41
1102904;UTFPR;588;6307;Engenharia Ambiental;4115804;MEDIANEIRA;41
1102950;IF Catarinense;5036;17;Agronomia;4214805;RIO DO SUL;42
1102973;IFSC;3162;91;Tecnologia em Gestão Hospitalar;4209102;JOINVILLE;42
1103033;IF Catarinense;5036;17;Agronomia;4215653;SANTA ROSA DO SUL;42
1103036;IF Catarinense;5036;5;Medicina Veterinária;4201307;ARAQUARI;42
1103162;IFFarroupilha;4098;51;Zootecnia;4300406;ALEGRETE;43
1103168;ESTÁCIO FAL;1298;23;Enfermagem;2704302;MACEIO;27
1103225;UFVJM;596;5710;Engenharia Civil;3168606;TEOFILO OTONI;31
1103226;UFVJM;596;6208;Engenharia de Produção;3168606;TEOFILO OTONI;31
1103252;UFPEL;634;19;Farmácia;4304663;CAPAO DO LEAO;43
1103258;UNIFESP;591;19;Farmácia;3513801;DIADEMA;35
1103338;Facear;13749;6307;Engenharia Ambiental;4106902;CURITIBA;41
1103340;Facear;13749;6208;Engenharia de Produção;4106902;CURITIBA;41
1103473;UNINGÁ;1430;17;Agronomia;4115200;MARINGA;41
1103530;IFRS;601;92;Tecnologia em Gestão Ambiental;4320503;SERTAO;43
1103532;FURG;12;92;Tecnologia em Gestão Ambiental;4315602;RIO GRANDE;43
1103533;FURG;12;92;Tecnologia em Gestão Ambiental;4318804;SAO LOURENCO DO SUL;43
1103537;FURG;12;5710;Engenharia Civil;4315602;RIO GRANDE;43
1103539;FURG;12;5902;Engenharia Mecânica;4315602;RIO GRANDE;43
1103541;ESTÁCIO BELÉM;1521;5902;Engenharia Mecânica;1501402;BELEM;15
1103559;IFBAIANO;14509;17;Agronomia;2911709;GUANAMBI;29
1103560;IFSul;1578;5902;Engenharia Mecânica;4320008;SAPUCAIA DO SUL;43
1103606;UTFPR;588;5710;Engenharia Civil;4104303;CAMPO MOURAO;41
1103650;IFRS;601;17;Agronomia;4320503;SERTAO;43
1103690;UNIPAMPA;5322;28;Nutrição;4310603;ITAQUI;43
1103699;IFSEMG;3279;92;Tecnologia em Gestão Ambiental;3105608;BARBACENA;31
1103800;Uninassau Salvador;1055;55;Biomedicina;2927408;SALVADOR;29
1103831;IFES;1808;17;Agronomia;3204609;SANTA TERESA;32
1104068;UNIVIÇOSA;3205;5710;Engenharia Civil;3171303;VICOSA;31
1104244;;1452;23;Enfermagem;2111300;SAO LUIS;21
1104264;Unifsm;2158;12;Medicina;2503704;CAJAZEIRAS;25
1104279;IF Goiano;1303;6307;Engenharia Ambiental;5218805;RIO VERDE;52
1104348;;2755;21;Arquitetura e Urbanismo;4202909;BRUSQUE;42
1104579;UNINGÁ;1430;21;Arquitetura e Urbanismo;4115200;MARINGA;41
1104588;UniPiaget;14715;36;Fisioterapia;3552502;SUZANO;35
1104881;FAINOR;1758;21;Arquitetura e Urbanismo;2933307;VITORIA DA CONQUISTA;29
1104882;FAINOR;1758;6208;Engenharia de Produção;2933307;VITORIA DA CONQUISTA;29
1104883;FAINOR;1758;6;Odontologia;2933307;VITORIA DA CONQUISTA;29
1104887;;2755;5710;Engenharia Civil;4202909;BRUSQUE;42
1105029;UNINASSAU FORTALEZA;14321;19;Farmácia;2304400;FORTALEZA;23
1105140;IF Goiano;1303;17;Agronomia;5213806;MORRINHOS;52
1105298;IF Goiano;1303;17;Agronomia;5205406;CERES;52
1105314;Unesc;4255;28;Nutrição;1100049;CACOAL;11
1105315;Unesc;4255;5710;Engenharia Civil;1100049;CACOAL;11
1105330;UCS;13;5710;Engenharia Civil;4305108;CAXIAS DO SUL;43
1105338;MULTIVIX SÃO MATEUS;10685;5710;Engenharia Civil;3204906;SAO MATEUS;32
1105493;UNI-BH;349;6208;Engenharia de Produção;3106200;BELO HORIZONTE;31
1105494;UNI-BH;349;6307;Engenharia Ambiental;3106200;BELO HORIZONTE;31
1105938;UNINASSAU FORTALEZA;14321;55;Biomedicina;2304400;FORTALEZA;23
1105969;UFTM;597;5806;Engenharia Elétrica;3170107;UBERABA;31
1105972;UFTM;597;5902;Engenharia Mecânica;3170107;UBERABA;31
1105973;UFTM;597;5710;Engenharia Civil;3170107;UBERABA;31
1105974;UFTM;597;6307;Engenharia Ambiental;3170107;UBERABA;31
1106041;UFTM;597;6002;Engenharia de Alimentos;3170107;UBERABA;31
1106042;UFTM;597;6208;Engenharia de Produção;3170107;UBERABA;31
1106043;UFTM;597;6008;Engenharia Química;3170107;UBERABA;31
1106266;Laboro;13897;91;Tecnologia em Gestão Hospitalar;2111300;SAO LUIS;21
1106312;IF SUL DE MINAS;4358;17;Agronomia;3144102;MUZAMBINHO;31
1106330;;3817;28;Nutrição;2507507;JOAO PESSOA;25
1106422;UNIFIPMoc;4256;21;Arquitetura e Urbanismo;3143302;MONTES CLAROS;31
1106431;Uninassau Salvador;1055;28;Nutrição;2927408;SALVADOR;29
1106439;FAFIBE;2774;28;Nutrição;3506102;BEBEDOURO;35
1106507;UAM;466;5902;Engenharia Mecânica;3550308;SAO PAULO;35
1106578;UFCG;2564;6208;Engenharia de Produção;2516300;SUME;25
1106707;UNIC/UNIME;780;5710;Engenharia Civil;5103403;CUIABA;51
1106761;UNINASSAUMACEI?;1504;36;Fisioterapia;2704302;MACEIO;27
1106843;UNIR;699;6208;Engenharia de Produção;2103604;COROATA;11
1106857;IFTO;4786;17;Agronomia;1702208;ARAGUATINS;17
1107133;FACSUL;2149;23;Enfermagem;5002704;CAMPO GRANDE;50
1107143;UFU;17;51;Zootecnia;3170206;UBERLANDIA;31
1107212;UniPiaget;14715;6307;Engenharia Ambiental;3552502;SUZANO;35
1107276;UNISO;150;23;Enfermagem;3552205;SOROCABA;35
1107279;UNISO;150;36;Fisioterapia;3552205;SOROCABA;35
1107280;UNISO;150;21;Arquitetura e Urbanismo;3552205;SOROCABA;35
1107293;UNINASSAU;3853;36;Fisioterapia;2408102;NATAL;24
1107367;UFU;17;6307;Engenharia Ambiental;3170206;UBERLANDIA;31
1107612;UNICATÓLICA;2365;6307;Engenharia Ambiental;1721000;PALMAS;17
1107660;UNIVISA;3515;23;Enfermagem;2616407;VITORIA DE SANTO ANTAO;26
1107792;UNINASSAU;3853;23;Enfermagem;2408102;NATAL;24
1107815;Unopar;298;55;Biomedicina;4113700;LONDRINA;41
1107857;UNICID;417;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1107867;UNICID;417;6208;Engenharia de Produção;3550308;SAO PAULO;35
1107875;UNIDERP;671;91;Tecnologia em Gestão Hospitalar;5002704;CAMPO GRANDE;50
1107903;ESAMC;1561;5710;Engenharia Civil;3552205;SOROCABA;35
1107907;ESAMC;1561;6411;Engenharia de Computação I;3552205;SOROCABA;35
1107909;ESAMC;1561;6208;Engenharia de Produção;3552205;SOROCABA;35
1107921;UniEVANGÉLICA;384;21;Arquitetura e Urbanismo;5201108;ANAPOLIS;52
1107948;ESAMC;1386;5902;Engenharia Mecânica;3509502;CAMPINAS;35
1107950;ESAMC;1561;5902;Engenharia Mecânica;3552205;SOROCABA;35
1107969;FTEC Porto Alegre;4096;6208;Engenharia de Produção;4314902;PORTO ALEGRE;43
1108066;UFS;3;6307;Engenharia Ambiental;2806701;SAO CRISTOVAO;28
1108067;UFS;3;5;Medicina Veterinária;2806701;SAO CRISTOVAO;28
1108075;Uninassau Salvador;1055;23;Enfermagem;2927408;SALVADOR;29
1108076;UNIFAL-MG;595;55;Biomedicina;3101607;ALFENAS;31
1108095;UNIT;398;6208;Engenharia de Produção;2800308;ARACAJU;28
1108107;UNIT;398;5710;Engenharia Civil;2800308;ARACAJU;28
1108108;UNI-BH;349;55;Biomedicina;3106200;BELO HORIZONTE;31
1108111;UNIT;398;28;Nutrição;2800308;ARACAJU;28
1108119;UNIT PE;1709;6;Odontologia;2611606;RECIFE;26
1108138;UNIT;398;6410;Tecnologia em Segurança no Trabalho;2800308;ARACAJU;28
1108145; Unifametro;1978;19;Farmácia;2304400;FORTALEZA;23
1108149;UFS;3;23;Enfermagem;2803500;LAGARTO;28
1108153;UFS;3;12;Medicina;2803500;LAGARTO;28
1108154;UFS;3;19;Farmácia;2803500;LAGARTO;28
1108158;UFS;3;28;Nutrição;2803500;LAGARTO;28
1108163;UFS;3;36;Fisioterapia;2803500;LAGARTO;28
1108167;UFS;3;6;Odontologia;2803500;LAGARTO;28
1108170;UFS;3;27;Fonoaudiologia;2803500;LAGARTO;28
1108254;;12758;5710;Engenharia Civil;1100205;PORTO VELHO;11
1108281;PUC MINAS;338;12;Medicina;3106705;BETIM;31
1108311;UniFSP;1317;5;Medicina Veterinária;3504503;AVARE;35
1108433;;3333;5902;Engenharia Mecânica;4305108;CAXIAS DO SUL;43
1108450;;3333;5710;Engenharia Civil;4305108;CAXIAS DO SUL;43
1108530;UNIBALSAS;4399;90;Tecnologia em Agronegócios;2101400;BALSAS;21
1108569;UDF;518;5710;Engenharia Civil;5300108;BRASILIA;53
1108688;ESAMC;2408;5806;Engenharia Elétrica;3548500;SANTOS;35
1108711;ESAMC;2408;6008;Engenharia Química;3548500;SANTOS;35
1108712;ESAMC;2408;5902;Engenharia Mecânica;3548500;SANTOS;35
1108728;;2944;21;Arquitetura e Urbanismo;2914802;ITABUNA;29
1108737;UNISO;150;95;Tecnologia em Estética e Cosmética;3552205;SOROCABA;35
1108786;UNINASSAU;2835;12;Medicina;2611606;RECIFE;26
1109042;UniFacema;4964;28;Nutrição;2103000;CAXIAS;21
1109224;UFU;17;6208;Engenharia de Produção;3134202;ITUIUTABA;31
1109229;FIC;14901;23;Enfermagem;1506138;REDENCAO;15
1109331;UFRN;570;91;Tecnologia em Gestão Hospitalar;2408102;NATAL;24
1109354;UNISO;150;5806;Engenharia Elétrica;3552205;SOROCABA;35
1109355;UNISO;150;6411;Engenharia de Computação I;3552205;SOROCABA;35
1109361;FACISB;14892;12;Medicina;3505500;BARRETOS;35
1109419;FAPEPE;1711;23;Enfermagem;3541406;PRESIDENTE PRUDENTE;35
1109475;UFJF;576;5806;Engenharia Elétrica;3136702;JUIZ DE FORA;31
1109485;UFJF;576;5814;Engenharia de Controle e Automação;3136702;JUIZ DE FORA;31
1109486;UFJF;576;5806;Engenharia Elétrica;3136702;JUIZ DE FORA;31
1109489;UFJF;576;5902;Engenharia Mecânica;3136702;JUIZ DE FORA;31
1109501;UPF;20;5806;Engenharia Elétrica;4314100;PASSO FUNDO;43
1109519;Uninassau Salvador;1055;19;Farmácia;2927408;SALVADOR;29
1109528;Estácio Bahia;1058;69;Tecnologia em Radiologia;2927408;SALVADOR;29
1109540;UNISO;150;5710;Engenharia Civil;3552205;SOROCABA;35
1109541;UNISO;150;6008;Engenharia Química;3552205;SOROCABA;35
1109544;UFV;8;6002;Engenharia de Alimentos;3126000;FLORESTAL;31
1109641;UNISO;150;5814;Engenharia de Controle e Automação;3552205;SOROCABA;35
1109804;UNIVATES;1041;5902;Engenharia Mecânica;4311403;LAJEADO;43
1109847;FIC;14901;19;Farmácia;1506138;REDENCAO;15
1109848;;4863;5902;Engenharia Mecânica;3151800;POCOS DE CALDAS;31
1109881;;1984;21;Arquitetura e Urbanismo;3139409;MANHUACU;31
1109890;FNM;1308;95;Tecnologia em Estética e Cosmética;3205200;VILA VELHA;32
1110071;;4452;5710;Engenharia Civil;1504208;MARABA;15
1110412;IFMG;3189;6208;Engenharia de Produção;3105103;BAMBUI;31
1110420;UNISAL;1032;6208;Engenharia de Produção;3527207;LORENA;35
1110563;UNIEURO;1113;6;Odontologia;5300108;BRASILIA;53
1110645;UFJ;25282;6405;Engenharia Florestal;5211909;JATAI;52
1110654;FACIT;14947;6;Odontologia;1702109;ARAGUAINA;17
1110760;IBMEC;1030;6208;Engenharia de Produção;3304557;RIO DE JANEIRO;33
1110869;FAMINAS-BH;3194;19;Farmácia;3106200;BELO HORIZONTE;31
1110894;UFBA;578;36;Fisioterapia;2927408;SALVADOR;29
1110954;FEITEP;14951;5710;Engenharia Civil;4115200;MARINGA;41
1110955;FEITEP;14951;5806;Engenharia Elétrica;4115200;MARINGA;41
1110971;UNISAL;1032;5902;Engenharia Mecânica;3509502;CAMPINAS;35
1111011;UCB;403;21;Arquitetura e Urbanismo;5300108;BRASILIA;53
1111225;UFG;584;51;Zootecnia;5208707;GOIANIA;52
1111227;UFJ;25282;36;Fisioterapia;5211909;JATAI;52
1111237;UNITRI;142;5710;Engenharia Civil;3170206;UBERLANDIA;31
1111341;CHRISFAPI;3042;36;Fisioterapia;2208403;PIRIPIRI;22
1111448;UNIFG;2023;5710;Engenharia Civil;2911709;GUANAMBI;29
1111524;UNISAL;1032;6208;Engenharia de Produção;3509502;CAMPINAS;35
1111528;UNISA;375;6208;Engenharia de Produção;3550308;SAO PAULO;35
1111636;UFMS;694;23;Enfermagem;5003306;COXIM;50
1111673;UniEVANGÉLICA;384;5902;Engenharia Mecânica;5201108;ANAPOLIS;52
1111700;UTFPR;588;5710;Engenharia Civil;4127700;TOLEDO;41
1111756;UDF;518;5902;Engenharia Mecânica;5300108;BRASILIA;53
1111850;UFMS;694;6405;Engenharia Florestal;5002951;CHAPADAO DO SUL;50
1111945;UNIPAR;437;19;Farmácia;4108403;FRANCISCO BELTRAO;41
1111995;UNIPAR;437;95;Tecnologia em Estética e Cosmética;4105508;CIANORTE;41
1112080;FCSMA;1682;6307;Engenharia Ambiental;3302403;MACAE;33
1112097;UNIPAR;437;17;Agronomia;4128104;UMUARAMA;41
1112099;UNIPAR;437;21;Arquitetura e Urbanismo;4108403;FRANCISCO BELTRAO;41
1112136;UNIJUI;532;5710;Engenharia Civil;4317202;SANTA ROSA;43
1112150;SENACSP;3985;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1112244;FMT;3268;55;Biomedicina;2913606;ILHEUS;29
1112301;UNIJUI;532;95;Tecnologia em Estética e Cosmética;4310207;IJUI;43
1112377;FASB;1790;5710;Engenharia Civil;2931350;TEIXEIRA DE FREITAS;29
1112644;UNIPINHAL;1230;55;Biomedicina;3515186;ESPIRITO SANTO DO PINHAL;35
1112645;UNIFAP;830;19;Farmácia;1600303;MACAPA;16
1112659;UFV;8;6208;Engenharia de Produção;3155504;RIO PARANAIBA;31
1112702;GRAN;1759;6208;Engenharia de Produção;4106902;CURITIBA;41
1112717;Anhanguera SP;376;6208;Engenharia de Produção;3548708;SAO BERNARDO DO CAMPO;35
1112821;UFV;8;28;Nutrição;3155504;RIO PARANAIBA;31
1112910;UFES;573;28;Nutrição;3205309;VITORIA;32
1112912;UFES;573;27;Fonoaudiologia;3205309;VITORIA;32
1113139;UFV;8;17;Agronomia;3126000;FLORESTAL;31
1113161;UFMG;575;55;Biomedicina;3106200;BELO HORIZONTE;31
1113242;UFPR;571;55;Biomedicina;4106902;CURITIBA;41
1113375;IFBAIANO;14509;51;Zootecnia;2927903;SANTA INES;29
1113415;ESTÁCIO FEIRA DE SAN;13783;28;Nutrição;2910800;FEIRA DE SANTANA;29
1113422;ESTÁCIO FEIRA DE SAN;13783;36;Fisioterapia;2910800;FEIRA DE SANTANA;29
1113471;UNIJORGE;1185;5902;Engenharia Mecânica;2927408;SALVADOR;29
1113477;UNIJORGE;1185;5710;Engenharia Civil;2927408;SALVADOR;29
1113541;UFPA;569;36;Fisioterapia;1501402;BELEM;15
1113574;UFPA;569;6307;Engenharia Ambiental;1501402;BELEM;15
1113662;UNIPAR;437;6;Odontologia;4108403;FRANCISCO BELTRAO;41
1113663;UFPEL;634;5814;Engenharia de Controle e Automação;4314407;PELOTAS;43
1113670;NEWTON PAIVA;343;21;Arquitetura e Urbanismo;3106200;BELO HORIZONTE;31
1113810;UNIFESP;591;69;Tecnologia em Radiologia;3550308;SAO PAULO;35
1113923;;1984;5710;Engenharia Civil;3139409;MANHUACU;31
1113982;UNIJALES;1224;95;Tecnologia em Estética e Cosmética;3524808;JALES;35
1114064;FANEB;14975;17;Agronomia;2909208;CORONEL JOAO SA;29
1114152;UGB;1542;5710;Engenharia Civil;3300308;BARRA DO PIRAI;33
1114351;Estácio Bahia;1058;95;Tecnologia em Estética e Cosmética;2927408;SALVADOR;29
1114625;UDC;1396;23;Enfermagem;4108304;FOZ DO IGUACU;41
1114673;Unopar;298;95;Tecnologia em Estética e Cosmética;4113700;LONDRINA;41
1114767;UNISINOS;14;6307;Engenharia Ambiental;4318705;SAO LEOPOLDO;43
1114857;UNISINOS;14;5814;Engenharia de Controle e Automação;4318705;SAO LEOPOLDO;43
1114906;UNIMAM;2474;6;Odontologia;2909802;CRUZ DAS ALMAS;29
1115110;UNISALESIANO;4522;5902;Engenharia Mecânica;3502804;ARACATUBA;35
1115111;UNISALESIANO;4522;5806;Engenharia Elétrica;3502804;ARACATUBA;35
1115405;UniFSP;1317;6208;Engenharia de Produção;3504503;AVARE;35
1115406;UniFSP;1317;5710;Engenharia Civil;3504503;AVARE;35
1115425;;1777;21;Arquitetura e Urbanismo;4206504;GUARAMIRIM;42
1115483;FEEVALE;23;6008;Engenharia Química;4313409;NOVO HAMBURGO;43
1115864;FEEVALE;23;5902;Engenharia Mecânica;4313409;NOVO HAMBURGO;43
1115866;Univeritas UNG;481;5806;Engenharia Elétrica;3518800;GUARULHOS;35
1115949;IBMEC;1484;6208;Engenharia de Produção;3106200;BELO HORIZONTE;31
1116037;;3756;19;Farmácia;3101706;ALMENARA;31
1116296;Unitoledo Wyden;1418;28;Nutrição;3502804;ARACATUBA;35
1116498;FAMESUL;4157;6208;Engenharia de Produção;4214805;RIO DO SUL;42
1116501;;2132;5806;Engenharia Elétrica;1200401;RIO BRANCO;12
1116535;UTFPR;588;6208;Engenharia de Produção;4119905;PONTA GROSSA;41
1116799;;1777;5710;Engenharia Civil;4206504;GUARAMIRIM;42
1116880;IFSEMG;3279;17;Agronomia;3105608;BARBACENA;31
1116936;URI;423;5710;Engenharia Civil;4307005;ERECHIM;43
1116939;UNIC/UNIME;780;5806;Engenharia Elétrica;5103403;CUIABA;51
1116945;UNP;718;6307;Engenharia Ambiental;2408102;NATAL;24
1117024;FAMESUL;4157;5710;Engenharia Civil;4214805;RIO DO SUL;42
1117046;IFRS;601;92;Tecnologia em Gestão Ambiental;4314902;PORTO ALEGRE;43
1117115;AEMS;1038;69;Tecnologia em Radiologia;5008305;TRES LAGOAS;50
1117182;UVV;664;5710;Engenharia Civil;3205200;VILA VELHA;32
1117318;UniFanor Wyden;1772;5806;Engenharia Elétrica;2304400;FORTALEZA;23
1117326;;4141;5710;Engenharia Civil;3554102;TAUBATE;35
1117374;FACBRAS;3365;36;Fisioterapia;2918407;JUAZEIRO;29
1117490;Estácio FAP;1403;23;Enfermagem;1100189;PIMENTA BUENO;11
1117508;;4652;5710;Engenharia Civil;3549904;SAO JOSE DOS CAMPOS;35
1117583;IFES;1808;17;Agronomia;3201506;COLATINA;32
1117589;;5555;6208;Engenharia de Produção;3524402;JACAREI;35
1117591;UniSales;1494;6208;Engenharia de Produção;3205309;VITORIA;32
1117665;UFMG;575;69;Tecnologia em Radiologia;3106200;BELO HORIZONTE;31
1117689;;1777;6008;Engenharia Química;4206504;GUARAMIRIM;42
1117725;NEWTON PAIVA;343;6008;Engenharia Química;3106200;BELO HORIZONTE;31
1117754;;2191;5902;Engenharia Mecânica;4314407;PELOTAS;43
1117755;;2194;5902;Engenharia Mecânica;4315602;RIO GRANDE;43
1117759;;5555;5902;Engenharia Mecânica;3524402;JACAREI;35
1117809;;1818;5902;Engenharia Mecânica;3106200;BELO HORIZONTE;31
1117810;FAR;781;6208;Engenharia de Produção;5107602;RONDONOPOLIS;51
1117933;UEMS;1028;6307;Engenharia Ambiental;5003702;DOURADOS;50
1117979;;1818;6208;Engenharia de Produção;3106200;BELO HORIZONTE;31
1118053;IFBA;599;6307;Engenharia Ambiental;2933307;VITORIA DA CONQUISTA;29
1118074;FAI;2079;23;Enfermagem;1503606;ITAITUBA;15
1118088;UDF;518;23;Enfermagem;5300108;BRASILIA;53
1118104;UDF;518;19;Farmácia;5300108;BRASILIA;53
1118139;UNOCHAPECÓ;3151;5902;Engenharia Mecânica;4204202;CHAPECO;42
1118254;UNIUBE;143;92;Tecnologia em Gestão Ambiental;3170107;UBERABA;31
1118495;UFV;8;5710;Engenharia Civil;3155504;RIO PARANAIBA;31
1118959;NEWTON PAIVA;343;5814;Engenharia de Controle e Automação;3106200;BELO HORIZONTE;31
1119031;UniFACENS;672;6008;Engenharia Química;3552205;SOROCABA;35
1119044;UniFACENS;672;6208;Engenharia de Produção;3552205;SOROCABA;35
1119045;FAIT;1281;5710;Engenharia Civil;3522406;ITAPEVA;35
1119120;;1818;5710;Engenharia Civil;3106200;BELO HORIZONTE;31
1119204;UniSATC;2896;6008;Engenharia Química;4204608;CRICIUMA;42
1119277;;1818;5814;Engenharia de Controle e Automação;3106200;BELO HORIZONTE;31
1119333;;5555;5814;Engenharia de Controle e Automação;3524402;JACAREI;35
1119659;FATESA;14969;69;Tecnologia em Radiologia;3543402;RIBEIRAO PRETO;35
1119840;FER;1081;5710;Engenharia Civil;3304201;RESENDE;33
1119915;UNINGÁ;1430;5710;Engenharia Civil;4115200;MARINGA;41
1120061;UniMetrocamp Wyden;2279;6208;Engenharia de Produção;3509502;CAMPINAS;35
1120089;Facear;13749;5710;Engenharia Civil;4106902;CURITIBA;41
1120215;UNORTE;1129;17;Agronomia;3549805;SAO JOSE DO RIO PRETO;35
1120217;UFFS;15121;17;Agronomia;4204202;CHAPECO;42
1120240;;5215;55;Biomedicina;3511102;CATANDUVA;35
1120312;UMJ;1965;5710;Engenharia Civil;2704302;MACEIO;27
1120507;;5671;23;Enfermagem;3302205;ITAPERUNA;33
1120508;;5671;19;Farmácia;3302205;ITAPERUNA;33
1120514;;15351;6208;Engenharia de Produção;4311809;MARAU;43
1120561;UNIARA;124;17;Agronomia;3503208;ARARAQUARA;35
1120962;UNIFASAR;1202;5710;Engenharia Civil;3118304;CONSELHEIRO LAFAIETE;31
1121130;UFPR;571;17;Agronomia;4117909;PALOTINA;41
1121143;FANORTE CACOAL;13792;23;Enfermagem;1100049;CACOAL;11
1121144;FANORTE CACOAL;13792;55;Biomedicina;1100049;CACOAL;11
1121146;FANORTE CACOAL;13792;19;Farmácia;1100049;CACOAL;11
1121183;UNISINOS;14;23;Enfermagem;4314902;PORTO ALEGRE;43
1121184;UNISINOS;14;28;Nutrição;4314902;PORTO ALEGRE;43
1121415;IFMT;3164;17;Agronomia;5102678;CAMPO VERDE;51
1121426;UDC;1396;5;Medicina Veterinária;4108304;FOZ DO IGUACU;41
1121696;UNILESTE;878;6008;Engenharia Química;3119401;CORONEL FABRICIANO;31
1122323;UNIS-MG;3368;17;Agronomia;3170701;VARGINHA;31
1122371;UNCISAL;32;23;Enfermagem;2704302;MACEIO;27
1122568;FSG;1427;6;Odontologia;4305108;CAXIAS DO SUL;43
1122695;UNISALESIANO;4522;5710;Engenharia Civil;3502804;ARACATUBA;35
1122890;UNIFEI;598;5710;Engenharia Civil;3132404;ITAJUBA;31
1122910;IFPA;1813;17;Agronomia;1502400;CASTANHAL;15
1122943;UNIVAG;794;5710;Engenharia Civil;5108402;VARZEA GRANDE;51
1122966;UFC;583;36;Fisioterapia;2304400;FORTALEZA;23
1123253;;13133;5902;Engenharia Mecânica;5208707;GOIANIA;52
1123288;UNIGRANRIO;472;23;Enfermagem;3303500;NOVA IGUACU;33
1123439;;4616;6208;Engenharia de Produção;4305108;CAXIAS DO SUL;43
1124463;FAG;1336;5806;Engenharia Elétrica;4104808;CASCAVEL;41
1124977;FDL;3669;23;Enfermagem;2926608;RIBEIRA DO POMBAL;29
1125069;IESB;1060;5710;Engenharia Civil;5300108;BRASILIA;53
1125157;UVV;664;5902;Engenharia Mecânica;3205200;VILA VELHA;32
1125254;UNISAGRADO;137;6411;Engenharia de Computação I;3506003;BAURU;35
1125256;UNISAGRADO;137;6208;Engenharia de Produção;3506003;BAURU;35
1125270;PUC MINAS;338;6008;Engenharia Química;3106200;BELO HORIZONTE;31
1125500;FAINOR;1758;95;Tecnologia em Estética e Cosmética;2933307;VITORIA DA CONQUISTA;29
1125800;UFFS;15121;6307;Engenharia Ambiental;4307005;ERECHIM;43
1125905;UNESA;163;6307;Engenharia Ambiental;3304557;RIO DE JANEIRO;33
1125946;IF Catarinense;5036;6002;Engenharia de Alimentos;4204301;CONCORDIA;42
1126054;IF Catarinense;5036;5814;Engenharia de Controle e Automação;4210035;LUZERNA;42
1126131;UNIFEI;598;5902;Engenharia Mecânica;3132404;ITAJUBA;31
